직무 단위,업무(기능) 단위,동사 키워드 정리,세부 동사 추출,AI 협업 강도,협업 강도 근거
마케팅,"고객 관계 관리 ",Govern,"  • 관리하다",Low,"고객이 AI 봇과 대화 중임을 인식하면 구매율이 75% 감소한다는 연구 결과(Luo et al., 2019)에서 보듯, 고객은 AI의 공감 능력을 신뢰하지 않음.

  • 감성 지능과 관계 기반 소통이 핵심인 고객 관계 관리는 인간이 담당해야 하며, 책임성이 높음."
마케팅,마케팅 전략 방향 결정 및 비즈니스 모델 혁신,Decide,"  • 결정하다",Low,"AI는 단기·중기적으로 '태스크 자동화' 수준에 머물며, 복잡한 비즈니스 맥락을 이해하고 전략적 방향을 결정하는 '맥락 인식 수준의 AI는 장기적으로도 달성 가능 여부가 불확실함.

  • 마케팅 전략 방향 결정은 높은 책임성을 요구하는 인간 주도 기능."
마케팅,소비자 감성 분석 및 비수치 데이터 해석,Analyze,,Medium,"  • AI Capability: Affectiva(운전자 감정·피로 감지), Cloverleaf shelfPoint(매장 고객 표정 분석) 등 AI가 음성·이미지·표정 데이터를 해석하는 역량을 보임.

  • 인간 Capability: 그러나 비수치 데이터 분석 능력은 아직 제한적이며, 인사이트 해석과 마케팅 전략 적용은 인간 판단이 필요.

  • 책임성 중간."
마케팅,영업 프로세스 지원 (실시간 피드백 제공),Desseminate,"  • 제공하다",Medium,"AI Capability: AI가 영업 통화를 실시간 모니터링하며 고객의 음성 분석을 통해 숨겨진 문제를 파악하고, 영업사원에게 다음 접근 방식에 대한 실시간 피드백을 제공함.

  • 인간 Capability: AI 역량은 높지만 최종 영업 대화와 고객 관계 관리는 인간 영업사원이 담당.
 
  • 책임성 중간."
마케팅,세그멘테이션·타겟팅·포지셔닝(STP) 전략 수립 지원,Analyze / Decide,"  • 수립하다",Medium,"  • AI Capability: AI는 텍스트 마이닝, 머신러닝 알고리즘을 활용해 수익성 높은 고객 세그먼트를 식별하고 STP 전략의 방향성을 시각화하는 데 기여함.
  
  • 인간 Capability: 단, 최종 타겟팅 전략 결정은 마케터의 비즈니스 판단이 필요하며, AI는 분석과 통합을 지원하는 역할.
  • 책임성은 중간."
마케팅,고객 데이터 기반 개인화 추천 생성,Build,,Medium,"  • AI Capability: Stitch Fix 사례에서 AI는 수치·비수치 데이터를 분석해 패션 스타일리스트에게 요약 정보를 제공.

  • 인간 Capability: 스타일리스트(인간)가 최종 의류 선택을 결정함. AI가 추천 초안을 생성하지만 인간의 창의적 판단과 고객 이해가 필수적으로 결합되어야 하며, 책임성이 중간 수준."
마케팅,고객 구매 예측 및 수요 예측 모델링,Analyze,"  • 예측하다",High,"AI는 고객의 과거 데이터를 기반으로 구매 가능성을 예측하고, shipping-then-shopping 비즈니스 모델처럼 주문 없이도 고객이 원하는 것을 사전에 예측·발송할 수 있는 수준의 분석을 수행.

  • 데이터 기반 반복 분석으로 책임성 낮아 AI 주도 가능."
마케팅,디지털 광고 프로그래매틱 바잉 및 타겟팅,Operate / Manipulate,,High,"AI는 디지털 광고 구매(programmatic buying)와 타겟 고객 세그먼트 실시간 적용을 자동으로 수행. McKinsey 분석에서 마케팅·영업 분야에서 AI의 잠재 가치가 가장 높으며, 특히 광고 타겟팅 자동화가 핵심 사례로 언급됨.

  • 책임성 낮아 AI 주도 가능."
마케팅,잠재 고객 리드 스크리닝 및 초기 응대,Collect / Operate,,High,"Conversica AI(Angie)가 월 3만 건의 아웃바운드 이메일을 발송하고 응답을 해석해 유망 리드를 선별·라우팅하는 기능을 AI가 주도적으로 수행. 파일럿 테스트에서 수신 이메일의 95% 이상을 AI가 적절히 처리.

  • 루틴하고 규칙 기반 업무로 책임성 낮아 AI 주도 가능."
마케팅,가격 최적화 및 실시간 가격 조정,Manipulate,"  • 최적화하다
  • 조정하다",High,"AI는 방대한 수치 데이터를 분석해 최적 가격을 설정하고 실시간으로 조정함. 사례에서 AI가 머신러닝 모델로 구매 가능성 높은 고객을 식별하고 가격 전략을 자동 실행.

  • 규칙 기반·반복적 업무로 책임성 낮아 AI 주도 가능."
고객지원 상담원,고객 문의 분류 및 관련 기술 문서 검색·제공,Collect,,High,"AI 시스템은 고객과의 대화 히스토리를 실시간으로 분석해 내부 기술 문서 링크를 자동으로 추천함. 상담원이 직접 검색하거나 분류할 필요 없이 AI가 주도적으로 정보를 수집·제공하는 기능.

  • 반복적이고 패턴 기반의 업무로 책임성이 낮아 AI 주도 가능."
고객지원 관리자,AI 도입 대상자 선정 및 온보딩 일정 조율,Decide,"  • 조율하다
  • 선정하다",Low,"관리자가 AI 온보딩 대상 상담원을 직접 선정하고 팀 커버리지를 고려해 훈련 일정을 배분함. 고객 서비스 중단 최소화, 팀 구성, 예산 등 복합적 맥락을 고려한 의사결정으로 AI가 대체할 수 없는 인간의 조직적 판단 기능.

  • 책임성이 높음."
고객지원 관리자,상담원 성과 코칭 및 1:1 피드백 제공,Interact,"  • 코칭하다",Low,"관리자는 매주 상담원과 1:1 피드백 세션을 진행하며 새로운 버그 해결법, 세금 변경 사항, 고객 감정 관리 방법 등을 지도함. AI가 상담원을 직접 코칭하지 않으며, 인간 관리자의 관계 기반 판단과 맥락 이해가 필수적. 높은 책임성과 인간 고유의 판단이 요구되는 인간 주도 기능."
고객지원 상담원,복잡·고위험 고객 문제 최종 판단 및 에스컬레이션 결정,Decide,"  • 판단하다",Low,"AI 시스템은 충분한 훈련 데이터가 없는 상황에서는 제안을 제공하지 않으며, 이 경우 상담원이 독자적으로 대응해야함.

고위험·복잡 문제에서 AI 혼자 결정하는 것은 적절하지 않으며 최종 책임은 상담원에게 있음.

고숙련 상담원이 AI를 무시하고 독자 판단할 때 더 높은 해결품질을 보이는 경우도 나타남."
고객지원 상담원,AI 활용 기반 직무 역량 학습,Collect,"  • 학습하다",Medium,"  • 인간 Capability: AI 권장사항을 따른 상담원은 AI 시스템 장애(outage) 상황에서도 생산성이 향상됨을 보임. 이는 AI 활용이 인간의 지속적인 학습과 역량 향상으로 이어짐을 의미. 저숙련 상담원이 고숙련자의 베스트 프랙티스를 AI를 통해 학습·통합하는 과정. AI와 인간이 함께 역량을 발전시키는 협업 구조."
고객지원 상담원,고객 감정 파악 및 공감 기반 커뮤니케이션 실행,Interact,"  • 감정을 파악하다
  • 의사소통하다",Low,"  • AI Capability: AI 시스템은 고객 감정에 적절한 공감 표현을 학습해 제안함. AI 지원 후 고객의 채팅 메시지 감성(sentiment)이 개선되고 관리자 연결 요청이 감소함.

  • 인간 Capability: AI가 공감 문구를 제안하지만, 실제 감정 판단과 관계 관리의 책임은 인간에게 있어 중간 협업."
고객지원 상담원,AI 제안 검토·선별 및 최종 응답 결정,Validate / Decide,"  • 검토하다
  • 선별하다
  • 결정하다",Medium,"  • 인간 Capability: 상담원은 AI가 제안한 응답을 직접 사용하거나 부분 수정하거나 무시할 수 있는 완전한 재량권을 가짐. 상담원이 AI 제안의 품질을 판단하고 최종 전송 메시지를 결정하는 단계.

  • AI 역량이 높지만 최종 판단·선택은 인간이 수행하므로 책임성 중간의 협업 구조."
고객지원 상담원,비정형·희귀 고객 문제 진단 및 해결책 탐색,Validate,"  • 진단하다
  • 탐색하다",Medium,"  • AI Capability: AI 지원 효과는 드문 문제(rare problems)에서 가장 크게 나타남. 이는 상담원이 기존 경험이 부족한 희귀 이슈에서 AI가 패턴 인식으로 새로운 해결책을 제시하기 때문.

  • 인간 Capability: 그러나 문제 진단의 정확성과 해결책 적절성 판단은 상담원의 확인이 필요하며, AI와 인간이 함께 협업.

  • 책임성 중간."
고객지원 상담원,표준화된 고객 응답 문구 생성 (초안 작성),Build,"  • 생성하다",High,"AI는 대화 맥락을 기반으로 실시간 응답 문구를 자동 생성함. 상담원의 평균 AI 권장사항 채택률이 38%이며, 채택률이 높을수록 생산성이 25%까지 향상됨.

  • 루틴한 응답 초안 생성은 AI 역량이 높고, 인간의 최종 확인·수정은 있으나 책임성이 낮아 AI 주도로 분류."
고객지원 상담원,반복·루틴 고객 문제 처리 및 응대 자동화,Operate,"  • 처리하다
  • 자동화하다",High,"AI는 자주 발생하는 루틴한 고객 문제에 대해 최적 응답을 실시간으로 제안하며, 상담원이 더 빠르게 처리할 수 있도록 지원.
경험 있는 상담원의 경우 AI 제안을 따를 때 생산성(시간당 해결 건수)이 상승.

  • 빈번하고 패턴화된 문제는 AI 역량이 높고 책임성이 낮음."
경영 컨설턴트,신제품·서비스 아이디어 발상 및 초안 생성 (프론티어 내부),Build,"  • 생성하다",High,"AI를 활용한 컨설턴트가 신발 틈새시장 아이디어 생성 과제에서 통제군 대비 품질이 약 33% 향상됨. AI가 창의적 아이디어 초안 생성에서 높은 역량을 보이며, 인간의 부가가치·책임성이 상대적으로 낮은 초안 생성 단계는 AI 주도 가능. 이 태스크는 GPT-4의 '프론티어 내부' 태스크로 실험적으로 확인됨."
경영 컨설턴트,"고객사 CEO 대상 최종 전략 권고 ",Disseminate,"  • 권고하다
",Low,"실험의 프론티어 외부 태스크에서 컨설턴트는 CEO에게 브랜드 성장 전략을 최종 권고해야 했으며, 이는 고도의 맥락 이해와 책임성을 요구함.

AI가 설득력 있는 문구를 생성하더라도 내용이 부정확할 수 있어, 최종 대외 권고는 인간이 책임져야 함.

  • 가장 높은 책임성을 가진 인간 주도 기능."
경영 컨설턴트,AI 프론티어 경계 판단 및 AI 활용 범위 결정,Decide,"  • 결정하다",Low,"'Jagged frontier'의 위치는 사전에 명확하지 않으며, 어떤 태스크에 AI를 쓸지 판단하는 것 자체가 고도의 인간 판단 기능.

컨설턴트들은 AI를 과신(overrely)해 프론티어 외부 태스크에서도 AI에 의존함으로써 성과가 저하됨.

  • 이 판단 기능은 책임성이 높아 인간이 수행해야 함."
경영 컨설턴트,복합 데이터(인터뷰+재무) 기반 전략적 의사결정 (프론티어 외부),Decide,"  • 결정하다",Low,"AI 사용 컨설턴트가 정성적 인터뷰와 정량적 재무 데이터를 통합해 전략적 권고를 도출하는 과제에서 정답률이 19%p 하락(통제군 84.5% vs. AI 그룹 평균 65%).

  • AI가 표면적으로 그럴듯한 답을 생성하지만 실제 정확도는 낮음. 높은 책임성과 복합 맥락 판단이 요구되는 전형적인 인간 주도 기능."
경영 컨설턴트,정성적·정량적 데이터 통합 분석 및 인사이트 도출 (프론티어 내부),Integrate / Analyze,,Medium,"  • 프론티어 내부 분석 과제에서 AI 지원이 품질 향상을 가져오지만, AI와 인간의 데이터 해석 능력이 결합될 때 최적 결과 도출.

  • 컨설턴트의 비즈니스 맥락 이해와 AI의 패턴 분석이 함께 작동하는 협업 구조.

  • 책임성은 중간 수준."
경영 컨설턴트,AI 지원 기반 창의적 아이디어 발전·정교화,Build,"  • 발전시키다
  • 정교화하다",Medium,"  • 인간 Capability: AI가 아이디어 초안을 생성하면, 컨설턴트가 이를 선별·발전·통합하는 과정에서 인간의 창의적 판단이 필수적으로 결합됨.

특히 저숙련 컨설턴트가 AI와 협업할 때 가장 큰 품질 향상을 보임.

AI 역량과 인간 판단이 함께 요구되는 중간 수준의 협업 구조."
경영 컨설턴트,AI 생성 결과물 검토·비판적 평가 및 수정,Validate,"  • 검토하다
  • 수정하다",Medium,"  • 인간 Capability: AI 프론티어 어느 쪽에 태스크가 위치하는지 사전에 파악하기 어려우므로, 컨설턴트는 AI 결과물을 비판적으로 검토·수정해야 함.

  • AI 역량은 높으나 결과물의 정확성·적절성 판단에는 인간의 전문적 판단이 함께 필요.

  • 책임성 중간 수준의 협업 기능."
경영 컨설턴트,설득력 있는 커뮤니케이션 문구 생성 (프론티어 내부),Build,"  • 생성하다",High,"설득적 메모·이메일 작성 과제에서 AI 지원 그룹이 통제군 대비 유의미한 품질 향상을 보임. 또한 프론티어 외부 태스크에서도 AI 사용 그룹의 '주관적 일관성 품질'이 25% 높게 나타남.

  • 설득 문구 생성 자체는 AI 역량이 높고 책임성이 낮아 High로 분류."
경영 컨설턴트,시장 세그먼트 분류 작업 (프론티어 내부),Manipulate,"  • 분류하다",High,"AI 지원 조건의 컨설턴트가 시장 세분화 분석 과제(analytical thinking)에서 유의미한 품질 향상을 보임.

  • 구조화된 데이터를 분류·정리하는 조작 기능은 AI 역량이 높고 루틴 성격이 강해 책임성이 낮음.

  • 프론티어 내부 태스크로 실증됨."
경영 컨설턴트,보고서·프레젠테이션 문서 초안 작성 (프론티어 내부),Build,"  • 작성하다",High,"AI 지원 컨설턴트가 문서 작성(writing proficiency) 과제에서 품질과 완성률이 유의미하게 향상됨. 컨트롤 그룹 완성률 82% vs. AI 그룹 91~93%.

  • 반복적 문서 작성 기능은 AI 역량이 높고 책임성이 낮아 AI 주도 가능.

  • 프론티어 내부 태스크로 실증됨."
HR 담당자,지원자 경험 관리,Operate,,High,"챗봇(디지털 가상 어시스턴트)이 지원자 질의 실시간 응답, 이력서 사전 스크리닝, 직무 매칭 자동 분석을 수행함.

지원자 응대·정보 제공은 절차적·반복적 정보 운영 업무."
HR 담당자 / 조직 리더,AI 출력 해석 및 의사결정 지원,Analyze,"  • 해석하다 
  • 평가하다",Medium,"  • AI Capability: AI가 데이터 분석·인사이트 생성을 수행

  • 인간 Capability: 출력 결과 해석·신뢰성 평가·실행 전략화는 도메인 전문성을 갖춘 인간이 수행.

  • 논문은 'utilization skills'로 이를 정의하며 인간-AI 협업의 핵심으로 제시."
HR 담당자 / 조직 리더,AI 거버넌스 및 윤리 감독,Govern,"  • 감독하다",Low,"AI 알고리즘의 편향·불투명성·책임성 문제는 인간 HR 관리자가 감독·판단해야 하며, AI 결과에 대한 소유권이 HR 관리자에게 귀속됨.

논문은 윤리·도덕 원칙 기반 거버넌스를 비기술적 핵심 자원으로 명시."
HR 담당자 / 조직 리더,역할 명확화,Decide,"  • 명확화하다",Low,"  • 논문의 핵심 주장 → AI-직원 통합 전략(AI socialisation), 역할 명확화, 경력 경로 설계는 조직 리더·HR이 주도해야 함.

  • 집합 지능(collective intelligence) 구축은 인간의 전략적 판단·관계 구축이 핵심. "
HR 담당자,HR 예산 및 자원 배분,Decide,"  • 배분하다",Low,"AI가 내·외부 정보를 종합해 예산 배분 추천을 제공하나, 최종 자원 배분 결정은 조직 우선순위·책임성이 수반되는 고책임 의사결정으로 인간 주도."
HR 담당자,인력 관리 분석,"Analyze ",,Medium,"  • AI Capability: AI가 직원 행동·팀 관행·소셜 미디어 데이터를 분석해 정신건강·웰빙·프레젠티즘 감지, 팀 사회적 응집력 분석을 수행

  • 인간 Capability: 분석 결과의 해석·개입 결정은 HR 전문가 판단이 필요. HR analytics는 논문에서 'must have' 역량이나 전략적 통찰은 인간 HR이 제공해야 함을 강조."
HR 담당자,직원 이직 예측,Analyze,"  • 예측하다",Medium,"  • AI Capability: 설명 가능한 머신러닝 모델(explainable ML)로 이직 확률 예측·이직 기여 요인 식별이 가능.

  • 인간 Capability: 이직 예방 개입 전략 결정과 직원 신뢰 관리는 인간 HR의 역할.

  • 논문은 인간이 AI 출력을 맥락화하는 '게이트키퍼' 역할을 강조."
HR 담당자,직원 스킬 개발 및 교육,Interact,• 교육하다,Low,"  • AI Capability: AI가 자동 스킬 맵 생성·학습 콘텐츠 추천·교육 이력 분석을 수행.

  • 인간 Capability: 교육 전략 수립·직원 동기부여·스킬 갭 해석은 HR 전문가 판단 필요.

  • 논문은 AI가 교육 행정을 최적화하되 전략적 L&D 방향은 인간이 주도해야 함을 강조."
HR 담당자,보상 결정하기,Decide,"  • 결정하다",Low,"AI가 시장 데이터·성과 데이터를 분석해 보상 추천을 제공하나, 최종 보상 결정은 조직 전략·형평성·직원 관계를 고려한 고책임성 의사결정으로 인간 주도."
HR 담당자,성과 평가,Analyze,• 평가하다,Medium,"  • AI Capability: AI가 목표 대비 성과 비교·예측·추천을 수행.

  • 인간 Capability: 최종 평가 결정·공정성 판단·직원과의 피드백 대화는 인간 관리자 영역.

  • 논문은 AI 편향·불투명성 문제로 HR 관리자의 감독 책임을 강조."
HR 담당자,경력 개발 지원,Interact,"  • 지원하다",Low,"  • AI Capability: AI가 직원 커리어 열망을 Q&A로 파악하고 스킬 맵·학습 경로를 추천.

  • 인간 Capability: 개인 맥락·조직 문화 이해 기반의 멘토링·커리어 상담은 인간 HR이 수행.

  • 논문은 AI가 추천을 제공하되 직원의 심리적 계약·경력 만족에는 인간 개입이 필요함을 명시."
HR 담당자,직원 몰입 관리,Operate,"  • 관리하다",High,"AI가 캘린더 자동 관리, 미팅 스케줄링, 질의 응답, 맞춤형 알림 제공, 유사 프로필 직원 연결 등 루틴 업무를 자동 수행.

일상적·반복적 정보 운영 업무."
HR 담당자,신규 직원 온보딩,Operate,,High,"디지털 가상 어시스턴트가 신규 입사자 질문 답변, 역할·업무 안내, 필수 교육 안내, 스킬 정보 수집·학습 콘텐츠 추천을 자동 수행함.

반복적·절차적 정보 제공 업무로 AI 주도 자동화 적합."
HR 담당자,채용 후보자 모집 및 스크리닝,Operate / Decide,"  • 모집하다 
  • 스크리닝하다",Medium,"  • AI Capability: 머신러닝 기반 AI가 이력서 사전 스크리닝, 면접 질문 추천, 후보자 프로필 비교·요약을 수행.

  •  인간 Capability: 최종 채용 결정·편향 검토는 인간 HR 담당자가 수행해야 함.

  • 논문은 Amazon 채용 AI의 여성 편향 사례를 언급하며 인간 감독의 필요성을 강조."
지식 근로자 전반,기초 데이터 처리,Collect / Operate,"  • 처리하다",High,"AI 역할에서 기초 데이터 스킬 수요 –86% 감소(AI Applications & Tools 직군 기준).

AI가 해당 기능을 대체하는 대표 사례로 제시됨."
데이터 사이언티스트,불확실 환경 대응,Govern,"  • 대응하다",Low,"회복력·민첩성 수요 36% 더 높음, 임금 프리미엄 4%.

빠르게 진화하는 데이터 환경에서 인간-AI 협업 역할."
데이터 사이언티스트,AI 윤리 및 편향 관리,Govern,"  • 관리하다",Low,"윤리 스킬 임금 프리미엄 8%.

알고리즘 책임 및 의도치 않은 결과 완화는 인간의 판단이 필수."
데이터 사이언티스트,이해관계자 협업,Interact,"  • 협업하다",Low,타인과의 협업 스킬 효과가 일반 AI 직군보다 크게 나타남. 광범위한 이해관계자 상호작용이 데이터사이언티스트의 특성으로 명시.
데이터 사이언티스트,기술 솔루션 구현,Build,"  • 구현하다",Medium,기술적 역량 수요 41% 더 높음. AI 도구 활용과 인간의 구현 판단이 병행되는 기능.
데이터 사이언티스트,데이터 패턴 분석,Collect / Analyze,,Medium,데이터사이언티스트에서 분석적 사고 수요 89% 더 높음. AI 보완 스킬 중 가장 강한 수요.
지식 근로자 전반,윤리적 판단 및 책임,Decide,"  • 판단하다",Low,"AI 역할에서 윤리 스킬 임금 프리미엄 8%(데이터사이언티스트).

알고리즘 책임, 편향 완화 등 인간 판단 필수 영역으로 규정."
지식 근로자 전반,디지털 환경 이해 및 활용,Operate,"  • 이해하다 
  • 활용하다",Medium,AI 역할에서 디지털 리터러시 수요 31%(비AI 35% 대비 상대적으로 낮음). AI 직군에서 암묵적 전제로 작용하여 명시적 수요가 낮게 나타남.
지식 근로자 전반,자기주도 업무 수행,Operate,"  • 수행하다",Medium,"AI 역할에서 자기효능감 스킬 수요 10%(비AI 9% 대비).

AI 협업 환경에서 보완적 역할 확인."
지식 근로자 전반,타인과의 협업 및 팀워크,Interact,"  • 협업하다",Low,"AI 역할에서 협업 스킬 수요 61%(비AI 55% 대비).

크로스펑셔널 팀 운영, 기술 솔루션의 비즈니스 전환 역할로 보완 관계 확인."
지식 근로자 전반,변화 대응 및 학습,Govern,"  • 대응하다",Medium,"AI 역할에서 회복력·민첩성 수요 11%(비AI 6% 대비).

데이터사이언티스트 기준 임금 4% 프리미엄."
지식 근로자 전반,기술적 문제 해결,Decide,"  • 해결하다",Medium,"AI 역할에서 기술적 역량 수요 2배 이상 증가.

머신러닝 직군에서 특히 강한 보완 관계 확인."
지식 근로자 전반,데이터 분석 및 패턴 해석,Collect / Analyze,,Medium,"AI 역할에서 분석적 사고 수요 35% (비AI 19% 대비).

AI와 인간이 협업하는 대표 보완 스킬."
지식 근로자 전반,사무·재무 행정 처리,Operate,"  • 처리하다",High,"해당 스킬 클러스터가 AI 역할에서 수요 감소.

절차 기반 처리 업무로 대체 위험 높음."
지식 근로자 전반,고객 응대 처리,Operate,"  • 처리하다",High,"AI 역할에서 고객서비스 스킬 수요 감소 확인.

루틴 기반 응대는 AI 대체 가능으로 분류."
지식 근로자 전반,언어·텍스트 검토,Validate,"  • 검토하다",High,"번역·교열 등 언어 처리 스킬 수요 감소.

AI 대체 가능 기능의 대표 예시로 분류."
지식 근로자 전반,요약 및 보고서 작성,Build,"  • 작성하다",High,"NLP 직군에서 요약·보고 스킬 수요 –78% 감소.

생성형 AI(ChatGPT 등)가 대체하는 기능으로 명시."
마케팅 매니저,시장 조사 및 데이터 추출,Collect,"  • 추출하다
  • 조사하다",High,"AI 역량은 높고 인간 부가가치는 낮음. 일상적인 정보 처리에 해당하여 자동화 권장.

• AI capability: 방대한 소스에서 데이터를 추출하고 초기 패턴을 파악하는 능력이 매우 높음 ."
마케팅 매니저,업체 관리,Govern,"  • 관리하다",Low,"• AI capability: 행정적인 절차 처리 역량은 있으나 복잡한 협상이나 결정 역량은 낮음 .

• 인간 capability: 책임: 외부 파트너와의 관계를 관리하고 계약 및 성과에 대한 최종적인 책임을 지고 결정함."
마케팅 매니저,브랜드 거버넌스,Govern,"  • 검토하다",Low,"• AI capability: 규정 준수 여부를 검토하고 일관성을 모니터링하는 중간 이상의 역량을 보유함 .

• 인간 capability: 책임: 브랜드 철학에 어긋나지 않는지 윤리적, 문화적 관점에서 최종 검증을 수행함."
마케팅 매니저,이해관계자 소통,Interact,"  • 소통하다",Low,• 인간 capability: 책임: 조직 내 정치를 파악하고 신뢰 관계를 구축하여 협력을 이끌어내는 핵심적인 인간 업무임
마케팅 매니저,"캠페인 자원 할당하기

",Decide,"  • 할당하다",Low,"• AI capability: 과거 데이터를 바탕으로 시나리오를 분석하여 지원할 수 있으나 역량이 중간 수준임 .

• 인간 capability / 책임: 캠페인의 전략적 방향을 설정하고 자원을 할당하는 최종 결정권은 인간에게 있음."
마케팅 매니저,콘텐츠 제작 (카피라이팅 등),Build / Decide,"  • 제작하다
  • 승인하다 ",Medium,"• AI capability: 텍스트, 이미지 등 다양한 형식의 콘텐츠를 생성하는 능력이 뛰어남 .

• 인간 capability: 책임: 브랜드 보이스를 유지하고 창의적 품질을 최종 승인하는 인간의 높은 부가가치가 필수적임."
현장 직원 (FLE),단순 반복적 업무 자동화,Operate,"  • 자동화하다",High,"• AI capability: 자동화 및 로봇 공학을 통해 사전 정의된 기능을 효과적으로 실행함 .

• 인간 capability: 반복적 작업은 AI에 맡기고 인간은 감성 지능이 필요한 과업에 집중하여 효율을 높임."
현장 관리자,윤리 기준 설정,Decide,"  • 설정하다",Low,"• 인간 capability / 책임: 조직의 신뢰 문화를 구축하고, AI가 인간의 가치와 정렬되도록 리더십을 발휘하여 거버넌스를 체계화함."
현장 직원 (FLE),고객 상호작용,Interact,"  • 상호작용하다",Low,"• AI capability: 정보 전달의 보조 도구로 활용될 수 있으나 진정한 공감이나 관계 구축 역량은 낮음 .

• 인간 capability: 책임: 고객과의 신뢰를 형성하고 감성 지능을 발휘하여 서비스 우수성을 유지하는 결정적 역할을 수행함."
현장 직원 (FLE),AI 툴 숙련(학습),Collect,"  • 학습하다
  • 숙련하다",High,"• AI capability: 시뮬레이션 및 가상 환경을 통해 직원의 회복탄력성을 지원함.

• 인간 capability(책임): 새로운 기술을 배우고 기존 업무 방식을 개선(Job Crafting)하며 서비스 품질을 최종적으로 검토하는 역할은 인간의 몫임."
현장 직원 (FLE),데이터 분석 및 예측 모델링,"Analyze ","  • 모델링하다",Medium,"• AI capability: 자연어 처리 및 예측 모델링을 통한 분석적 역량이 매우 우수함 .

• 인간 capability: 책임: 기술적 이해와 심리적 신뢰(Psychological Security)가 결합되어야 하며, 데이터 기반의 사실적 해결책을 실험하는 주체는 인간임."
다산업 종사자,"복잡한 문제 해결 ",Decide,"  • 해결하다",Medium,"논문 p.3(H1 논거): AI 협업으로 자원이 확보된 직원이 ""proactively propose new ideas, coordinate team efforts, or assume additional responsibilities.""

  • AI Capability: 인간이 주도하는 창의적 산출물이지만 AI 도움으로 자원이 확보됨."
EU ICT Developer,코드 자동 생성,Build,"  • 생성하다",High,"AI capability: ""We can compile research in ten minutes instead of two weeks"" — AI가 대량 정보를 빠르게 수집·요약 가능. (p.49) 
인간 capability: 특정 맥락의 해석이나 판단이 필요 없는 단순 수집 작업으로, 인간 부가가치 낮음.

"
EU ICT Digital Consultant,고객 커뮤니케이션 및 관계 관리,Interact,"  • 고객관리하다
  • 응대하다",Low,"AI capability: AI가 커뮤니케이션 초안 생성 보조 가능하나, 관계 형성 불가. 
인간 capability: ""I could absolutely focus even more on customer relations"" — 신뢰 기반 고객 관계 관리는 인간 고유 영역. Accountability 높음. (p.54)"
EU ICT Digital Consultant,고객 요구사항 분석,Analyze,,Medium,"  • AI capability: AI가 고객 데이터·패턴 분석 보조 가능. 
  • 인간 capability: ""Analytical and critical thinking involves judging, filtering, and validating the information"" — 고객 맥락 이해 및 최종 해석은 인간의 전문적 판단 필수. (p.57)
"
EU ICT Digital Educator,학습 콘텐츠 초안 생성 보조,Build,"  • 생성하다",High,"AI capability: ""generating… document suggestions and everything else"" — AI가 학습 콘텐츠 초안을 빠르게 생성. (p.49)"
EU ICT Digital Educator,AI 리터러시 교육 목표 판단,Decide,"  • 판단하다",Low,"AI capability: AI가 교육 자료 초안 생성 가능하나, 커리큘럼 설계 불가. 
인간 capability: ""the ability to upskill and enhance one's professional competencies should be viewed as an essential learning objective in computing education"" — 교육 목표 설정·설계는 인간의 전문적 판단 필수. (p.62)"
EU ICT Developer,소프트웨어 아키텍처 결정,Decide,"  • 결정하다",Low,"AI capability: AI가 설계 패턴 제안은 가능하나, 전체 아키텍처 결정 불가. 
인간 capability: ""if a machine can write code for me, then I will use my brain to make the architecture of that code more secure and efficient"" — 고수준 설계는 인간의 전문적 판단과 책임 필수. (p.56)"
EU ICT Developer,코드 품질 평가,Analyze,• 평가하다,Medium,"AI capability: Table 2에 Code Quality Assessment가 AI 기반 도구로 분류 — AI가 품질 지표를 자동 측정. (p.37) 
인간 capability: ""the code that it gives you might not all be safe"" — AI 평가 결과의 안전성·신뢰성 검토는 인간 필수. (p.58)"
EU ICT Developer,코드 리뷰 보조,Validate,"  • 검토하다",Medium,"AI capability: ""AI came up with good ideas, some of which I used. So again, that improved my practice."" — AI가 리뷰 초안 및 개선 아이디어를 효과적으로 제시. (p.55) 
인간 capability: ""Although I could have done it myself"" — 최종 판단과 적용 여부는 인간이 결정. 책임성 중간."
EU ICT Developer,문서 자동 생성,Build,"  • 생성하다",High,AI capability: Table 2에 Documentation Generation이 AI 기반 도구로 명시 — 반복적 문서화를 AI가 자동 처리. (p.37)
